time_stamp,trip_id,depart_airport,return_airport,depart_date,return_date,total_cost,depart_datetime,depart_duration,depart_stops,return_datetime,return_duration,return_stops
2022-07-07 11:14:21,BOS-SNA-09/30/2022-10/09/2022,BOS,SNA,09/30/2022,10/09/2022,729.00,09-30-2022 05:30:00,496,1,10-09-2022 08:15:00,585,1
2022-07-07 11:15:22,BOS-SNA-10/07/2022-10/16/2022,BOS,SNA,10/07/2022,10/16/2022,794.00,10-07-2022 07:10:00,525,1,10-16-2022 12:29:00,854,1
2022-07-07 11:16:22,BOS-SNA-10/14/2022-10/23/2022,BOS,SNA,10/14/2022,10/23/2022,677.00,10-14-2022 05:30:00,501,1,10-23-2022 12:29:00,854,1
2022-07-07 11:17:24,BOS-SNA-10/21/2022-10/30/2022,BOS,SNA,10/21/2022,10/30/2022,612.00,10-21-2022 05:30:00,501,1,10-30-2022 19:40:00,436,1
2022-07-07 11:18:22,BOS-SNA-10/28/2022-11/06/2022,BOS,SNA,10/28/2022,11/06/2022,612.00,10-28-2022 05:30:00,501,1,11-06-2022 19:40:00,436,1
2022-07-07 11:19:24,BOS-SNA-11/04/2022-11/13/2022,BOS,SNA,11/04/2022,11/13/2022,612.00,11-04-2022 16:14:00,524,1,11-13-2022 19:40:00,436,1
2022-07-07 11:20:25,BOS-SNA-11/11/2022-11/20/2022,BOS,SNA,11/11/2022,11/20/2022,697.00,11-11-2022 05:46:00,475,1,11-20-2022 19:40:00,436,1
2022-07-07 11:21:26,BOS-SNA-11/18/2022-11/27/2022,BOS,SNA,11/18/2022,11/27/2022,970.00,11-18-2022 05:46:00,475,1,11-27-2022 19:40:00,436,1
2022-07-07 11:22:28,BOS-SNA-11/25/2022-12/04/2022,BOS,SNA,11/25/2022,12/04/2022,580.00,11-25-2022 10:00:00,469,1,12-04-2022 12:54:00,411,1
2022-07-07 11:23:29,BOS-SNA-12/02/2022-12/11/2022,BOS,SNA,12/02/2022,12/11/2022,560.00,12-02-2022 05:46:00,475,1,12-11-2022 12:54:00,411,1
2022-07-07 11:24:32,BOS-SNA-12/09/2022-12/18/2022,BOS,SNA,12/09/2022,12/18/2022,560.00,12-09-2022 05:46:00,475,1,12-18-2022 08:11:00,413,1
2022-07-07 11:25:35,BOS-SNA-12/16/2022-12/25/2022,BOS,SNA,12/16/2022,12/25/2022,532.00,12-16-2022 10:00:00,469,1,12-25-2022 12:54:00,411,1
2022-07-07 11:26:37,BOS-SNA-12/23/2022-01/01/2023,BOS,SNA,12/23/2022,01/01/2023,849.00,12-23-2022 05:00:00,530,1,01-01-2023 06:50:00,427,1
2022-07-07 11:27:40,BOS-SNA-12/30/2022-01/08/2023,BOS,SNA,12/30/2022,01/08/2023,704.00,12-30-2022 14:12:00,546,1,01-08-2023 11:46:00,523,1
2022-07-07 11:28:40,BOS-SNA-01/06/2023-01/15/2023,BOS,SNA,01/06/2023,01/15/2023,454.00,01-06-2023 06:00:00,489,1,01-15-2023 12:54:00,411,1
