time_stamp,trip_id,depart_airport,return_airport,depart_date,return_date,total_cost,depart_datetime,depart_duration,depart_stops,return_datetime,return_duration,return_stops,days_before_purchase
2022-07-09 10:44:40,SJC-MSY-10/13/2022-10/17/2022,SJC,MSY,10/13/2022,10/17/2022,498,2022-10-13 07:00:00,300,0,2022-10-17 16:05:00,360,0,95
2022-07-09 10:45:32,SJC-MSY-10/20/2022-10/24/2022,SJC,MSY,10/20/2022,10/24/2022,517,2022-10-20 23:40:00,459,1,2022-10-24 16:05:00,360,0,102
2022-07-09 10:46:31,SJC-MSY-10/27/2022-10/31/2022,SJC,MSY,10/27/2022,10/31/2022,498,2022-10-27 07:00:00,300,0,2022-10-31 16:05:00,360,0,109
2022-07-09 10:47:23,SJC-MSY-11/03/2022-11/07/2022,SJC,MSY,11/03/2022,11/07/2022,498,2022-11-03 07:00:00,300,0,2022-11-07 16:05:00,360,0,116
2022-07-09 10:48:16,SJC-MSY-11/10/2022-11/14/2022,SJC,MSY,11/10/2022,11/14/2022,498,2022-11-10 07:00:00,300,0,2022-11-14 16:05:00,360,0,123
2022-07-09 10:49:12,SJC-MSY-11/17/2022-11/21/2022,SJC,MSY,11/17/2022,11/21/2022,575,2022-11-17 11:30:00,543,1,2022-11-21 16:05:00,368,0,130
2022-07-09 10:50:12,SJC-MSY-11/24/2022-11/28/2022,SJC,MSY,11/24/2022,11/28/2022,667,2022-11-24 08:14:00,418,1,2022-11-28 16:05:00,368,0,137
2022-07-09 10:51:54,SJC-MSY-12/08/2022-12/12/2022,SJC,MSY,12/08/2022,12/12/2022,467,2022-12-08 07:00:00,301,0,2022-12-12 19:06:00,495,1,151
2022-07-09 10:52:49,SJC-MSY-12/15/2022-12/19/2022,SJC,MSY,12/15/2022,12/19/2022,675,2022-12-15 11:30:00,543,1,2022-12-19 16:05:00,368,0,158
2022-07-09 10:53:49,SJC-MSY-12/22/2022-12/26/2022,SJC,MSY,12/22/2022,12/26/2022,836,2022-12-22 23:55:00,459,1,2022-12-26 16:05:00,368,0,165
